Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
9379856726,"May 1, 2023, 4:39:19 PM",Oakland - Glendale,Run,,2357,6.03,,,false,,,activities/10061208034.fit.gz,,,2357.0,2234.0,6029.81005859375,3.731689453125,2.6991093158721924,51.27141189575195,263.0,167.1999969482422,192.1999969482422,12.82003116607666,0.0,,,83.0,71.29298400878906,,,,,511.0,,,,,,,,,,,,,,,,0.0,,1.0,6086.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5582563877105713,0.0,,,,5382.0,,,,,,,,""
9379856772,"Apr 15, 2023, 1:48:45 PM",Oakland - Kirkwood,Run,,1817,4.92,,,false,,,activities/10061208114.fit.gz,,,1817.0,1786.0,4926.64990234375,4.383984565734863,2.7584826946258545,37.4599723815918,86.0,184.10000610351562,201.60000610351562,9.803918838500977,-0.03856575861573219,,,106.0,74.1246337890625,,,,,422.0,,,,,,,,,,,,,,,,0.0,,1.0,4970.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7114198207855225,0.0,,,,4438.0,,,,,,,,""
9379856795,"Apr 10, 2023, 1:05:16 PM",Oakland - Windsor Springs,Run,,2801,6.67,,,false,,,activities/10061208159.fit.gz,,,2801.0,2800.0,6678.8798828125,3.8919920921325684,2.3853142261505127,48.85901641845703,151.0,185.1999969482422,202.8000030517578,9.230615615844727,-0.0029945140704512596,,,165.0,71.71682739257812,,,,,555.0,,,,,,,,,,,,,,,,0.0,,1.0,6744.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.384462594985962,0.0,,,,6466.0,,,,,,,,""
9379856888,"Apr 7, 2023, 5:59:47 PM",Oakland - Glendale,Run,,2504,4.98,,,false,,,activities/10061208211.fit.gz,,,2504.0,2391.0,4985.72998046875,4.193994045257568,2.085206985473633,43.550132751464844,116.0,172.10000610351562,196.5,9.818737983703613,-0.004011448472738266,,,130.0,64.04698181152344,,,,,384.0,,,,,,,,,,,,,,,,0.0,,1.0,5033.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9911062717437744,0.0,,,,5228.0,,,,,,,,""
9379856958,"Apr 1, 2023, 5:27:22 PM",Oakland - Glendale,Run,,1705,3.70,,,false,,,activities/10061208308.fit.gz,,,1705.0,1285.0,3700.18994140625,6.661999702453613,2.8795251846313477,38.16716003417969,76.0,172.1999969482422,192.1999969482422,39.270660400390625,0.01351282000541687,,,118.0,77.94745635986328,,,,,328.0,,,,,,,,,,,,,,,,0.0,,1.0,3782.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.170199394226074,0.0,,,,3274.0,,,,,,,,""
9379856960,"Mar 30, 2023, 5:55:55 PM",Oakland,Run,,1780,5.07,,,false,,,activities/10061208341.fit.gz,,,1780.0,1778.0,5070.60009765625,4.626000881195068,2.851855993270874,41.767486572265625,56.0,180.5,203.10000610351562,9.615413665771484,0.03352660313248634,,,106.0,75.0281753540039,,,,,441.0,,,,,,,,,,,,,,,,0.0,,1.0,5122.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.848651647567749,0.0,,,,4402.0,,,,,,,,""
9379856971,"Apr 2, 2023, 12:09:58 PM",De Baliviere - Lacledes Landing,Run,,7493,21.41,,,false,,,activities/10061208274.fit.gz,,,7493.0,7199.0,21409.060546875,6.353906154632568,2.973893642425537,153.28262329101562,215.0,126.80000305175781,187.5,13.553937911987305,-0.04157118499279022,,,118.0,80.28311157226562,,,,,1873.0,,,,,,,,,,,,,,,,0.0,,1.0,21576.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.857208251953125,0.0,,,,19266.0,,,,,,,,""
9379857042,"Mar 28, 2023, 9:39:33 PM",Oakland - Glendale,Run,,2597,3.78,,,false,,,activities/10061208371.fit.gz,,,2597.0,1714.0,3784.699951171875,4.300000190734863,2.2081096172332764,49.31979751586914,269.0,160.5,196.5,10.909090995788574,-0.08190874010324478,,,94.0,66.63916778564453,,,,,324.0,,,,,,,,,,,,,,,,0.0,,1.0,3929.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.457335352897644,0.0,,,,3598.0,,,,,,,,""
9379857114,"Mar 25, 2023, 1:45:16 PM",Oakland - Missouri District Church of the Nazarene,Run,,4637,12.91,,,false,,,activities/10061208420.fit.gz,,,4637.0,4612.0,12912.009765625,3.7459959983825684,2.7996551990509033,101.42086791992188,165.0,159.6999969482422,192.1999969482422,9.209322929382324,0.0007744727772660553,,,94.0,76.89739990234375,,,,,1124.0,,,,,,,,,,,,,,,,0.0,,1.0,13019.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7845611572265625,0.0,,,,11682.0,,,,,,,,""
9379857151,"Mar 21, 2023, 1:21:20 PM",Oakland - Webster Groves,Run,,2459,6.93,,,false,,,activities/10061208460.fit.gz,,,2459.0,2450.0,6937.10009765625,5.336035251617432,2.8314695358276367,58.8868293762207,76.0,167.1999969482422,192.1999969482422,8.91533088684082,0.0028830489609390497,,,106.0,74.46826171875,,,,,604.0,,,,,,,,,,,,,,,,0.0,,1.0,6995.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.821106195449829,0.0,,,,6022.0,,,,,,,,""
9379857165,"Mar 14, 2023, 5:31:40 PM",Oakland - Osage Hills,Run,,3514,9.86,,,false,,,activities/10061208504.fit.gz,,,3514.0,3488.0,9865.9501953125,4.047997951507568,2.828540802001953,79.02519989013672,112.0,145.60000610351562,202.8000030517578,8.79764461517334,-0.0030407614540308714,,,118.0,75.64253234863281,,,,,858.0,,,,,,,,,,,,,,,,0.0,,1.0,9965.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.807612419128418,287.3999938964844,,,,8790.0,,,,,,,,""
9379857240,"Mar 11, 2023, 8:29:48 PM",Oakland - Glendale,Run,,2036,5.74,,,false,,,activities/10061208541.fit.gz,,,2036.0,2029.0,5739.93994140625,3.66796875,2.8289501667022705,47.508182525634766,67.0,168.60000610351562,196.5,11.47780990600586,0.0,,,83.0,75.4384765625,,,,,499.0,,,,,,,,,,,,,,,,0.0,,1.0,5808.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8192238807678223,0.0,,,,5084.0,,,,,,,,""
9379857251,"Mar 8, 2023, 11:19:21 AM",Oakland - Concordia Lutheran Church of Kirkwood,Run,,1894,5.04,,,false,,,activities/10061208579.fit.gz,,,1894.0,1894.0,5045.14990234375,4.232031345367432,2.6637539863586426,34.97758483886719,56.0,185.1999969482422,203.0,17.699087142944336,0.0,,,85.0,75.71875,,,,,435.0,,,,,,,,,,,,,,,,0.0,,1.0,5097.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6637539863586426,0.0,,,,4748.0,,,,,,,,""
9379857267,"Mar 2, 2023, 6:46:05 PM",Oakland - Webster Groves,Run,,2891,7.80,,,false,,,activities/10061208615.fit.gz,,,2891.0,2884.0,7807.75,4.3408203125,2.7072641849517822,60.09833908081055,100.0,166.89999389648438,192.1999969482422,8.661284446716309,0.0012807786697521806,,,94.0,72.79792022705078,,,,,667.0,,,,,,,,,,,,,,,,0.0,,1.0,7869.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.700709104537964,0.0,,,,6932.0,,,,,,,,""
9379857274,"Feb 28, 2023, 3:37:30 PM",Oakland - Webster Hills United Methodist Church,Run,,1114,3.40,,,false,,,activities/10061208647.fit.gz,,,1114.0,1105.0,3408.570068359375,4.435986518859863,3.084678888320923,24.5977783203125,36.0,184.1999969482422,196.5,5.688256740570068,-0.0029337815940380096,,,94.0,75.49566650390625,,,,,300.0,,,,,,,,,,,,,,,,0.0,,1.0,3431.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.059757709503174,0.0,,,,2748.0,,,,,,,,""
9379857292,"Feb 25, 2023, 8:43:25 PM",Oakland - Glendale,Run,,2019,4.85,,,false,,,activities/10061208680.fit.gz,,,2019.0,2019.0,4850.27001953125,3.8973631858825684,2.402312994003296,39.85951614379883,53.0,172.0,192.1999969482422,8.706927299499512,0.0020617409609258175,,,106.0,68.78765106201172,,,,,397.0,,,,,,,,,,,,,,,,0.0,,1.0,4893.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.402312994003296,0.0,,,,4550.0,,,,,,,,""
9379857410,"Feb 17, 2023, 4:25:37 PM",Oakland - Webster Groves,Run,,2482,7.54,,,false,,,activities/10061208759.fit.gz,,,2482.0,2481.0,7544.9501953125,4.659960746765137,3.0410923957824707,61.54686737060547,84.0,166.89999389648438,192.1999969482422,15.621663093566895,0.0,,,145.0,77.31993103027344,,,,,661.0,,,,,,,,,,,,,,,,0.0,,1.0,7607.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0398671627044678,0.0,,,,6366.0,,,,,,,,""
9379857424,"Feb 21, 2023, 10:16:02 PM",Oakland - Webster Groves,Run,,2450,6.89,,,false,,,activities/10061208726.fit.gz,,,2450.0,2450.0,6889.080078125,4.969922065734863,2.8118693828582764,71.48128509521484,85.0,168.60000610351562,192.1999969482422,12.0,-0.002903145272284746,,,118.0,74.54080963134766,,,,,594.0,,,,,,,,,,,,,,,,0.0,,1.0,6996.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8118693828582764,0.0,,,,6026.0,,,,,,,,""
9379857460,"Feb 11, 2023, 9:18:59 PM",Oakland - Kirkwood United Methodist Church,Run,,1418,3.56,,,false,,,activities/10061208827.fit.gz,,,1418.0,1402.0,3568.280029296875,3.918017625808716,2.545135498046875,23.078372955322266,35.0,185.1999969482422,201.60000610351562,11.110809326171875,0.002802470698952675,,,162.0,70.51480865478516,,,,,295.0,,,,,,,,,,,,,,,,0.0,,1.0,3603.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5164175033569336,0.0,,,,3290.0,,,,,,,,""
9379857462,"Feb 14, 2023, 10:44:53 PM",Oakland - Glendale,Run,,1833,4.82,,,false,,,activities/10061208801.fit.gz,,,1833.0,1833.0,4828.3701171875,4.158001899719238,2.6341352462768555,41.01216125488281,158.0,172.0,192.1999969482422,10.0,0.0,,,106.0,72.78668975830078,,,,,411.0,,,,,,,,,,,,,,,,0.0,,1.0,4876.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6341352462768555,0.0,,,,4346.0,,,,,,,,""
9379857568,"Feb 9, 2023, 7:55:41 PM",Oakland,Run,,2061,5.76,,,false,,,activities/10061208870.fit.gz,,,2061.0,1951.0,5762.2900390625,4.46600341796875,2.9535059928894043,54.78129577636719,88.0,170.89999389648438,192.1999969482422,21.05236053466797,0.0,,,118.0,75.86149597167969,,,,,506.0,,,,,,,,,,,,,,,,0.0,,1.0,5827.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7958710193634033,0.0,,,,4896.0,,,,,,,,""
9379857577,"Feb 7, 2023, 10:05:17 PM",Oakland - Kirkwood Post Office,Run,,1647,4.98,,,false,,,activities/10061208907.fit.gz,,,1647.0,1616.0,4982.7998046875,4.695996284484863,3.0834157466888428,36.60940170288086,58.0,185.1999969482422,202.6999969482422,15.65072250366211,0.0,,,130.0,76.9861831665039,,,,,437.0,,,,,,,,,,,,,,,,0.0,,1.0,5042.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0253794193267822,0.0,,,,4166.0,,,,,,,,""
9379857590,"Feb 4, 2023, 6:33:10 PM",Oakland - Glendale,Run,,2116,5.87,,,false,,,activities/10061208969.fit.gz,,,2116.0,2079.0,5872.27001953125,4.5360002517700195,2.8245646953582764,47.2681884765625,59.0,167.1999969482422,192.1999969482422,11.994975090026855,0.0017029190203174949,,,83.0,74.93643951416016,,,,,504.0,,,,,,,,,,,,,,,,0.0,,1.0,5930.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.775174856185913,0.0,,,,5222.0,,,,,,,,""
9379857698,"Feb 2, 2023, 6:10:39 PM",Oakland - Webster Groves,Run,,2903,8.05,,,false,,,activities/10061209039.fit.gz,,,2903.0,2741.0,8054.3701171875,4.504004001617432,2.938478708267212,65.24961853027344,83.0,164.1999969482422,192.1999969482422,12.01766586303711,0.014898744411766529,,,94.0,76.73485565185547,,,,,705.0,,,,,,,,,,,,,,,,0.0,,1.0,8140.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.77449893951416,0.0,,,,6952.0,,,,,,,,""
9379857734,"Jan 31, 2023, 6:16:43 PM",Oakland - Glendale,Run,,1759,3.32,,,false,,,activities/10061209084.fit.gz,,,1759.0,1191.0,3319.5,6.084991455078125,2.787153720855713,38.29106140136719,55.0,172.0,196.5,48.534873962402344,0.0030125018674880266,,,130.0,74.37310791015625,,,,,291.0,,,,,,,,,,,,,,,,0.0,,1.0,3397.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.887151837348938,0.0,,,,2920.0,,,,,,,,""
9379857869,"Jan 20, 2023, 7:32:52 PM",Oakland - Kirkwood,Run,,1354,3.66,,,false,,,activities/10061209194.fit.gz,,,1354.0,1310.0,3666.739990234375,4.643310546875,2.7990381717681885,30.077848434448242,42.0,185.1999969482422,201.60000610351562,13.67053508758545,0.010908872820436954,,,118.0,74.6793212890625,,,,,318.0,,,,,,,,,,,,,,,,0.0,,1.0,3707.60009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7080798149108887,0.0,,,,3258.0,,,,,,,,""
9379857872,"Jan 21, 2023, 7:12:27 PM",Oakland - Eliot Unitarian Chapel of Kirkwood,Run,,1525,4.26,,,false,,,activities/10061209151.fit.gz,,,1525.0,1473.0,4268.919921875,4.487467288970947,2.8981125354766846,37.6485595703125,49.0,182.39999389648438,203.10000610351562,9.188405990600586,-0.007027538493275642,,,94.0,75.86128997802734,,,,,371.0,,,,,,,,,,,,,,,,0.0,,1.0,4311.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.7992918491363525,0.0,,,,3754.0,,,,,,,,""
9379857891,"Jan 5, 2023, 6:44:27 PM",Oakland - Webster Groves,Run,,2100,5.55,,,false,,,activities/10061209272.fit.gz,,,2100.0,2090.0,5554.97998046875,3.73199462890625,2.6578850746154785,46.716609954833984,73.0,166.89999389648438,189.60000610351562,11.299505233764648,0.0,,,83.0,76.12202453613281,,,,,478.0,,,,,,,,,,,,,,,,0.0,,1.0,5615.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.645228624343872,0.0,,,,5286.0,,,,,,,,""
9379857901,"Jan 8, 2023, 6:57:11 PM",Oakland - Holy Redeemer Catholic Church,Run,,2384,3.59,,,false,,,activities/10061209239.fit.gz,,,2384.0,1290.0,3595.489990234375,6.1820068359375,2.7872016429901123,49.146732330322266,79.0,159.6999969482422,189.60000610351562,42.525718688964844,-0.002781262155622244,,,118.0,77.19149017333984,,,,,325.0,,,,,,,,,,,,,,,,0.0,,1.0,3676.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.5081753730773926,0.0,,,,3272.0,,,,,,,,""
9379857913,"Jan 27, 2023, 5:16:52 PM",Oakland - Glendale,Run,,2379,6.88,,,false,,,activities/10061209120.fit.gz,,,2379.0,2370.0,6882.9501953125,4.559163570404053,2.904198408126831,61.448455810546875,95.0,159.10000610351562,196.5,9.887988090515137,0.0,,,130.0,76.44866180419922,,,,,601.0,,,,,,,,,,,,,,,,0.0,,1.0,6978.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.893211603164673,0.0,,,,6022.0,,,,,,,,""
9379857917,"Jan 3, 2023, 10:26:31 PM",Oakland,Run,,1800,5.18,,,false,,,activities/10061209306.fit.gz,,,1800.0,1791.0,5183.77001953125,4.732007026672363,2.894343852996826,41.404998779296875,62.0,183.3000030517578,196.5,7.163343906402588,0.0,,,83.0,75.64399719238281,,,,,452.0,,,,,,,,,,,,,,,,0.0,,1.0,5230.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8798723220825195,0.0,,,,4496.0,,,,,,,,""
9379857970,"Jan 1, 2023, 6:05:28 PM",Oakland,Run,,47,0.05,,,false,,,activities/10061209371.fit.gz,,,47.0,47.0,50.93000030517578,2.5820000171661377,1.0836169719696045,0.0,2.0,188.60000610351562,189.0,0.0,-0.7853916883468628,,,116.0,58.07692337036133,,,,,3.0,,,,,,,,,,,,,,,,0.0,,1.0,50.29999923706055,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0836169719696045,0.0,,,,70.0,,,,,,,,""
9379857978,"Jan 1, 2023, 6:06:49 PM",Oakland,Run,,2220,4.45,,,false,,,activities/10061209328.fit.gz,,,2220.0,1740.0,4450.080078125,4.99072265625,2.5575172901153564,46.16912841796875,65.0,172.0,198.39999389648438,37.57267761230469,-0.07190881669521332,,,106.0,71.9855728149414,,,,,381.0,,,,,,,,,,,,,,,,0.0,,1.0,4570.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0045406818389893,7.699999809265137,,,,4150.0,,,,,,,,""
9379858065,"Dec 27, 2022, 7:44:04 PM",Oakland,Run,,1793,3.31,,,false,,,activities/10061209446.fit.gz,,,1793.0,1297.0,3317.8701171875,6.495995998382568,2.5581111907958984,27.358041763305664,52.0,184.5,196.5,25.88984489440918,-0.0030139817390590906,,,142.0,72.64641571044922,,,,,287.0,,,,,,,,,,,,,,,,0.0,,1.0,3353.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8504574298858643,0.0,,,,3022.0,,,,,,,,""
9379858069,"Dec 29, 2022, 3:44:37 PM",Oakland,Run,,1690,3.78,,,false,,,activities/10061209406.fit.gz,,,1690.0,1628.0,3785.449951171875,4.363332271575928,2.3252148628234863,29.227294921875,83.0,184.60000610351562,196.5,7.704099178314209,0.0,,,118.0,67.7477035522461,,,,,305.0,,,,,,,,,,,,,,,,0.0,,1.0,3821.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.2399113178253174,0.0,,,,3726.0,,,,,,,,""
